Suburb,Address,Rooms,Type,Price,Date,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname
Bentleigh East,27 Connie St,4,h,1255000.0,28/08/2016,3165.0,4.0,2.0,2.0,610.0,167.0,1950.0,Glen Eira,-37.9207,145.0757,Southern Metropolitan
Bentleigh East,8 Marlborough St,3,h,1320000.0,28/08/2016,3165.0,3.0,1.0,1.0,593.0,94.0,1950.0,Glen Eira,-37.9178,145.067,Southern Metropolitan
Bentleigh East,1/39 Neville St,3,h,870000.0,28/08/2016,3165.0,3.0,2.0,1.0,326.0,133.0,1950.0,Glen Eira,-37.9236,145.0545,Southern Metropolitan
Bentleigh East,4 Wingate St,4,h,1472500.0,28/08/2016,3165.0,4.0,2.0,2.0,592.0,219.0,2013.0,Glen Eira,-37.9351,145.0572,Southern Metropolitan
Bentleigh East,115 Bignell Rd,2,h,1160000.0,30/07/2016,3165.0,2.0,1.0,2.0,750.0,,,Glen Eira,-37.9325,145.0694,Southern Metropolitan
Bentleigh East,12 John St,4,h,1306000.0,30/07/2016,3165.0,3.0,2.0,1.0,651.0,,,Glen Eira,-37.919000000000004,145.0558,Southern Metropolitan
Bentleigh East,41 Mawby Rd,3,h,1291000.0,30/07/2016,3165.0,3.0,1.0,2.0,635.0,,,Glen Eira,-37.9291,145.0538,Southern Metropolitan
Box Hill,32 Margaret St,4,h,1620000.0,3/09/2016,3128.0,4.0,2.0,2.0,697.0,255.0,1940.0,Whitehorse,-37.8151,145.135,Eastern Metropolitan
Box Hill,6/29 Barkly St,2,u,645000.0,4/03/2017,3128.0,2.0,1.0,1.0,140.0,81.0,1965.0,Whitehorse,-37.8271,145.1299,Eastern Metropolitan
Box Hill,1/1 Cherryhinton St,2,u,790000.0,4/03/2017,3128.0,2.0,1.0,1.0,195.0,,,Whitehorse,-37.826,145.129,Eastern Metropolitan
Box Hill,4/425 Station St,4,h,880000.0,4/03/2017,3128.0,4.0,2.0,2.0,206.0,,2003.0,Whitehorse,-37.828,145.1215,Eastern Metropolitan
Box Hill,17 Combarton St,3,h,1760000.0,10/12/2016,3128.0,3.0,1.0,0.0,741.0,151.0,1910.0,Whitehorse,-37.8258,145.1246,Eastern Metropolitan
Box Hill,15 Davey St,3,h,948000.0,12/11/2016,3128.0,3.0,1.0,2.0,384.0,108.0,1950.0,Whitehorse,-37.8167,145.1373,Eastern Metropolitan
Box Hill,89 Thames St,4,h,2770000.0,12/11/2016,3128.0,4.0,1.0,2.0,715.0,,1950.0,Whitehorse,-37.8135,145.1218,Eastern Metropolitan
Box Hill,19 Wavell St,3,h,1412000.0,12/11/2016,3128.0,3.0,1.0,1.0,590.0,,,Whitehorse,-37.8274,145.1274,Eastern Metropolitan
Box Hill,31/41 Harrow St,2,u,465000.0,13/08/2016,3128.0,2.0,2.0,1.0,0.0,65.0,2010.0,Whitehorse,-37.8216,145.127,Eastern Metropolitan
Box Hill,23 Bass St,3,h,1325000.0,15/10/2016,3128.0,3.0,1.0,1.0,702.0,134.0,1950.0,Whitehorse,-37.827,145.1209,Eastern Metropolitan
Box Hill,3/14 Bedford St,3,t,750000.0,15/10/2016,3128.0,3.0,2.0,1.0,150.0,3.0,2000.0,Whitehorse,-37.8287,145.1319,Eastern Metropolitan
Box Hill,5 Wavell St,3,h,1400000.0,15/10/2016,3128.0,3.0,2.0,1.0,643.0,159.0,1940.0,Whitehorse,-37.8285,145.1272,Eastern Metropolitan
Box Hill,55 Albion Rd,4,h,1600000.0,16/04/2016,3128.0,4.0,2.0,1.0,692.0,195.0,1890.0,Whitehorse,-37.8247,145.1281,Eastern Metropolitan
Box Hill,126 Carrington Rd,2,u,616000.0,16/07/2016,3128.0,3.0,1.0,1.0,155.0,,,Whitehorse,-37.8193,145.1149,Eastern Metropolitan
Box Hill,54 Watts St,4,h,1661000.0,16/07/2016,3128.0,4.0,2.0,2.0,729.0,,,Whitehorse,-37.8143,145.1262,Eastern Metropolitan
Box Hill,12 Barcelona St,4,h,1461400.0,17/09/2016,3128.0,3.0,2.0,2.0,780.0,235.0,1927.0,Whitehorse,-37.8244,145.1319,Eastern Metropolitan
Box Hill,2/4 Collins St,3,u,775000.0,17/09/2016,3128.0,3.0,1.0,1.0,211.0,108.0,1980.0,Whitehorse,-37.8275,145.1232,Eastern Metropolitan
Box Hill,12 Pendle St,4,h,1506000.0,17/09/2016,3128.0,4.0,2.0,3.0,669.0,,,Whitehorse,-37.81800000000001,145.1354,Eastern Metropolitan
Box Hill,33 Pendle St,4,h,1670000.0,17/09/2016,3128.0,4.0,4.0,4.0,707.0,162.0,1926.0,Whitehorse,-37.8166,145.1354,Eastern Metropolitan
Box Hill,19 Kent Rd,3,h,928000.0,18/06/2016,3128.0,3.0,1.0,1.0,307.0,106.0,1890.0,Whitehorse,-37.8247,145.1206,Eastern Metropolitan
Box Hill,2/20 Simpsons Rd,2,u,761000.0,18/06/2016,3128.0,2.0,2.0,1.0,176.0,,2000.0,Whitehorse,-37.8171,145.1343,Eastern Metropolitan
Box Hill,3/8 Ashted Rd,2,u,636000.0,19/11/2016,3128.0,2.0,1.0,1.0,151.0,82.0,1970.0,Whitehorse,-37.8234,145.1235,Eastern Metropolitan
Box Hill,6 Bass St,4,h,1625000.0,19/11/2016,3128.0,4.0,2.0,2.0,620.0,,1912.0,Whitehorse,-37.8279,145.121,Eastern Metropolitan
Box Hill,10 Cunningham St,4,h,1430000.0,19/11/2016,3128.0,4.0,2.0,0.0,585.0,,,Whitehorse,-37.8273,145.1289,Eastern Metropolitan
Box Hill,1 Maple St,3,h,836000.0,19/11/2016,3128.0,3.0,1.0,2.0,228.0,,2005.0,Whitehorse,-37.8261,145.1281,Eastern Metropolitan
Box Hill,5 Patricia St,3,h,1170000.0,23/04/2016,3128.0,3.0,1.0,1.0,755.0,95.0,1920.0,Whitehorse,-37.8264,145.1248,Eastern Metropolitan
Box Hill,14 Collins St,4,h,1670000.0,25/02/2017,3128.0,4.0,2.0,2.0,590.0,231.0,1924.0,Whitehorse,-37.8274,145.1242,Eastern Metropolitan
Box Hill,47 Albion Rd,3,h,1351000.0,28/05/2016,3128.0,3.0,1.0,2.0,662.0,,,Whitehorse,-37.8246,145.1269,Eastern Metropolitan
Box Hill,837 Canterbury Rd,3,h,857000.0,28/05/2016,3128.0,4.0,1.0,1.0,492.0,119.0,1930.0,Whitehorse,-37.8283,145.1195,Eastern Metropolitan
Box Hill,2/38 Margaret St,3,t,822500.0,28/05/2016,3128.0,3.0,2.0,1.0,238.0,130.0,2000.0,Whitehorse,-37.8154,145.1355,Eastern Metropolitan
Box Hill,2/30 Barkly St,2,u,560000.0,28/08/2016,3128.0,2.0,1.0,1.0,153.0,,1970.0,Whitehorse,-37.8269,145.1305,Eastern Metropolitan
Braybrook,132 Duke St,3,h,870000.0,3/09/2016,3019.0,3.0,2.0,4.0,700.0,,,Maribyrnong,-37.7824,144.8469,Western Metropolitan
Braybrook,25 Lily St,2,h,645000.0,3/09/2016,3019.0,2.0,1.0,1.0,566.0,75.0,1950.0,Maribyrnong,-37.7839,144.8524,Western Metropolitan
Braybrook,2/10 Skewes St,3,u,495000.0,4/06/2016,3019.0,3.0,2.0,1.0,327.0,124.0,2006.0,Maribyrnong,-37.7851,144.8517,Western Metropolitan
Braybrook,40 Carlton St,3,h,660000.0,7/11/2016,3019.0,3.0,1.0,0.0,580.0,,,Maribyrnong,-37.7804,144.8481,Western Metropolitan
Braybrook,144 Duke St,2,h,868000.0,7/11/2016,3019.0,2.0,1.0,4.0,749.0,77.0,1950.0,Maribyrnong,-37.7814,144.847,Western Metropolitan
Braybrook,3 Cross St,3,h,652000.0,8/10/2016,3019.0,3.0,2.0,1.0,216.0,145.0,2010.0,Maribyrnong,-37.7865,144.8605,Western Metropolitan
Braybrook,19 Hughes St,3,h,570500.0,10/12/2016,3019.0,3.0,1.0,1.0,471.0,,1960.0,Maribyrnong,-37.7924,144.8523,Western Metropolitan
Braybrook,21 Hughes St,3,h,575000.0,10/12/2016,3019.0,3.0,1.0,3.0,559.0,98.0,1955.0,Maribyrnong,-37.7923,144.852,Western Metropolitan
Braybrook,19 Kannan Bvd,4,h,882000.0,10/12/2016,3019.0,4.0,2.0,2.0,393.0,216.0,2008.0,Maribyrnong,-37.7763,144.8543,Western Metropolitan
Braybrook,20 Balmoral St,3,h,730000.0,11/03/2017,3019.0,3.0,2.0,2.0,544.0,135.0,1970.0,Maribyrnong,-37.7815,144.855,Western Metropolitan
Braybrook,1 Menzies St,2,h,670000.0,13/08/2016,3019.0,2.0,1.0,2.0,551.0,,,Maribyrnong,-37.7825,144.8545,Western Metropolitan
Braybrook,11 Howell Pl,3,h,585000.0,14/05/2016,3019.0,3.0,2.0,2.0,631.0,,,Maribyrnong,-37.7934,144.8467,Western Metropolitan
Braybrook,160 Duke St,2,h,826000.0,16/07/2016,3019.0,2.0,1.0,2.0,667.0,,1950.0,Maribyrnong,-37.7799,144.8473,Western Metropolitan
Braybrook,13 Wilson St,3,h,696000.0,18/03/2017,3019.0,3.0,1.0,0.0,557.0,90.0,1960.0,Maribyrnong,-37.7899,144.8515,Western Metropolitan
Braybrook,1 Arthur St,2,h,660000.0,19/11/2016,3019.0,2.0,1.0,1.0,599.0,,1960.0,Maribyrnong,-37.7908,144.8522,Western Metropolitan
Braybrook,2B Bradford Ct,3,t,579000.0,19/11/2016,3019.0,3.0,2.0,1.0,198.0,144.0,2013.0,Maribyrnong,-37.7827,144.8625,Western Metropolitan
Braybrook,33 Joy St,4,h,856500.0,19/11/2016,3019.0,4.0,2.0,2.0,599.0,,2008.0,Maribyrnong,-37.7896,144.8559,Western Metropolitan
Braybrook,1 Moama St,3,h,765000.0,25/02/2017,3019.0,3.0,1.0,1.0,658.0,105.0,1960.0,Maribyrnong,-37.7905,144.8485,Western Metropolitan
Braybrook,11/1 Windsor St,2,t,475000.0,25/02/2017,3019.0,2.0,1.0,1.0,115.0,104.0,1980.0,Maribyrnong,-37.7948,144.85399999999996,Western Metropolitan
Braybrook,25 Errol St,4,h,550000.0,26/07/2016,3019.0,4.0,2.0,1.0,288.0,160.0,2000.0,Maribyrnong,-37.7775,144.855,Western Metropolitan
Braybrook,11/27 Marnoo St,3,h,495000.0,27/06/2016,3019.0,3.0,1.0,1.0,158.0,138.0,2005.0,Maribyrnong,-37.7889,144.8465,Western Metropolitan
Braybrook,29 Hampden St,3,h,680000.0,27/11/2016,3019.0,3.0,1.0,1.0,565.0,,,Maribyrnong,-37.7885,144.859,Western Metropolitan
Braybrook,14 Rose St,3,h,565000.0,27/11/2016,3019.0,3.0,2.0,1.0,566.0,78.0,1970.0,Maribyrnong,-37.7844,144.8523,Western Metropolitan
Braybrook,14 Kenross Ct,3,h,697500.0,28/08/2016,3019.0,3.0,2.0,1.0,531.0,,,Maribyrnong,-37.7929,144.8462,Western Metropolitan
Brighton,18 Rooding St,3,h,1635000.0,3/09/2016,3186.0,3.0,1.0,2.0,366.0,156.0,1920.0,Bayside,-37.9038,145.0001,Southern Metropolitan
Brighton,152A Cochrane St,4,h,1830000.0,3/12/2016,3186.0,4.0,2.0,2.0,436.0,,,Bayside,-37.8927,145.0005,Southern Metropolitan
Brighton,17 McCallum St,4,h,3695000.0,3/12/2016,3186.0,4.0,3.0,2.0,836.0,284.0,1960.0,Bayside,-37.9071,144.9898,Southern Metropolitan
Brighton,18 Victoria St,4,h,3700000.0,3/12/2016,3186.0,4.0,3.0,2.0,742.0,247.0,1900.0,Bayside,-37.914,144.9878,Southern Metropolitan
Brighton,20 Victoria St,4,h,3775000.0,3/12/2016,3186.0,4.0,3.0,2.0,745.0,,,Bayside,-37.9139,144.9878,Southern Metropolitan
Brighton,50 Well St,3,h,1975000.0,3/12/2016,3186.0,3.0,1.0,2.0,432.0,122.0,1930.0,Bayside,-37.9172,144.996,Southern Metropolitan
Brighton,1/137 Cole St,2,u,1300000.0,4/03/2017,3186.0,2.0,2.0,1.0,244.0,,2000.0,Bayside,-37.8954,145.0026,Southern Metropolitan
Brighton,4/78 Dendy St,3,h,1390000.0,4/03/2017,3186.0,3.0,1.0,2.0,340.0,137.0,1975.0,Bayside,-37.9205,145.0007,Southern Metropolitan
Brighton,11 Foote St,4,h,4250000.0,4/03/2017,3186.0,4.0,3.0,2.0,750.0,,,Bayside,-37.8966,144.993,Southern Metropolitan
Brighton,133 Head St,4,h,2905000.0,4/03/2017,3186.0,4.0,3.0,1.0,487.0,260.0,1905.0,Bayside,-37.8926,144.9991,Southern Metropolitan
Brighton,1/112 Roslyn St,2,u,1300000.0,4/03/2017,3186.0,2.0,2.0,2.0,329.0,132.0,1940.0,Bayside,-37.9172,145.004,Southern Metropolitan
Brighton,15 Whyte St,3,h,2266000.0,4/03/2017,3186.0,3.0,2.0,2.0,450.0,,,Bayside,-37.9243,144.9989,Southern Metropolitan
Brighton,23 Albert St,4,h,2910000.0,4/06/2016,3186.0,4.0,1.0,2.0,732.0,,,Bayside,-37.9136,144.9886,Southern Metropolitan
Brighton,30 Barkly St,3,h,2100000.0,4/06/2016,3186.0,3.0,2.0,2.0,463.0,209.0,1970.0,Bayside,-37.9082,144.9968,Southern Metropolitan
Brighton,111 Carpenter St,6,h,2700000.0,4/06/2016,3186.0,6.0,3.0,3.0,0.0,,,Bayside,-37.9081,145.0015,Southern Metropolitan
Brighton,3/78 William St,2,u,800000.0,4/06/2016,3186.0,2.0,1.0,1.0,90.0,74.0,1960.0,Bayside,-37.9122,145.0038,Southern Metropolitan
Brighton,1/97 Wilson St,3,t,1750000.0,4/06/2016,3186.0,3.0,2.0,2.0,352.0,,,Bayside,-37.9139,145.0035,Southern Metropolitan
Brighton,124 Cole St,4,h,1761000.0,6/08/2016,3186.0,4.0,2.0,3.0,615.0,135.0,1920.0,Bayside,-37.8956,145.0026,Southern Metropolitan
Brighton,1a Mair St,3,h,2600000.0,6/08/2016,3186.0,3.0,2.0,3.0,588.0,,,Bayside,-37.9287,144.99200000000005,Southern Metropolitan
Brighton,24b Munro St,3,h,1302500.0,6/08/2016,3186.0,3.0,2.0,2.0,0.0,171.0,1993.0,Bayside,-37.9166,144.9942,Southern Metropolitan
Brighton,17 New St,3,h,1900000.0,6/08/2016,3186.0,3.0,0.0,0.0,0.0,,,Bayside,-37.9301,144.9935,Southern Metropolitan
Brighton,4/149 Church St,2,u,892500.0,7/05/2016,3186.0,2.0,1.0,2.0,232.0,92.0,1970.0,Bayside,-37.9157,144.9973,Southern Metropolitan
Brighton,120 Cole St,4,h,2145000.0,7/05/2016,3186.0,3.0,2.0,1.0,550.0,197.0,1910.0,Bayside,-37.8954,145.0017,Southern Metropolitan
Brighton,15 Hanby St,5,h,3171000.0,7/05/2016,3186.0,4.0,2.0,2.0,710.0,340.0,2000.0,Bayside,-37.9241,145.0008,Southern Metropolitan
Brighton,2 View Ct,2,h,1910000.0,7/05/2016,3186.0,2.0,2.0,4.0,696.0,,,Bayside,-37.9249,144.9903,Southern Metropolitan
Brighton,1/5 Webb St,3,t,1067000.0,7/05/2016,3186.0,3.0,0.0,1.0,0.0,,,Bayside,-37.9119,144.9871,Southern Metropolitan
Brighton,105/103 Bay St,2,u,620000.0,7/11/2016,3186.0,2.0,2.0,1.0,0.0,74.0,2013.0,Bayside,-37.9042,144.9954,Southern Metropolitan
Brighton,5 Davie La,2,h,502000.0,8/10/2016,3186.0,2.0,2.0,0.0,116.0,,,Bayside,-37.9252,145.0004,Southern Metropolitan
Brighton,15 Gould St,3,h,2400000.0,10/09/2016,3186.0,3.0,2.0,2.0,835.0,,1910.0,Bayside,-37.9225,144.991,Southern Metropolitan
Brighton,2/42 Grosvenor St,2,u,590000.0,10/09/2016,3186.0,2.0,1.0,1.0,0.0,,1950.0,Bayside,-37.9097,144.9914,Southern Metropolitan
Brighton,1/10 Manor St,3,h,1650000.0,10/09/2016,3186.0,3.0,2.0,2.0,0.0,111.0,1980.0,Bayside,-37.9174,144.9895,Southern Metropolitan
Brighton,115 Dendy St,4,h,3180000.0,10/12/2016,3186.0,4.0,3.0,6.0,454.0,,,Bayside,-37.9206,145.0051,Southern Metropolitan
Brighton,640B Hampton St,2,t,960000.0,10/12/2016,3186.0,2.0,1.0,2.0,363.0,,,Bayside,-37.9275,145.0046,Southern Metropolitan
Brighton,73 Martin St,4,h,3320000.0,10/12/2016,3186.0,4.0,3.0,2.0,644.0,364.0,2000.0,Bayside,-37.8964,144.9972,Southern Metropolitan
Brighton,3/24 South Rd,3,u,1602000.0,10/12/2016,3186.0,3.0,2.0,2.0,328.0,,,Bayside,-37.9288,144.9954,Southern Metropolitan
Brighton,1/16 Black St,2,u,1100000.0,12/11/2016,3186.0,2.0,1.0,2.0,0.0,85.0,1935.0,Bayside,-37.9131,144.995,Southern Metropolitan
Brighton,5 Bridge St,3,h,1650000.0,12/11/2016,3186.0,3.0,2.0,1.0,354.0,143.0,1910.0,Bayside,-37.8916,145.0017,Southern Metropolitan
Brighton,11a Elm Gr,2,h,1102000.0,12/11/2016,3186.0,2.0,1.0,2.0,318.0,,,Bayside,-37.9011,145.0011,Southern Metropolitan
Brighton,8/42 Grosvenor St,2,u,575000.0,12/11/2016,3186.0,2.0,1.0,1.0,0.0,,,Bayside,-37.9097,144.9914,Southern Metropolitan
Brighton,28 Loller St,2,h,1570000.0,12/11/2016,3186.0,2.0,1.0,0.0,352.0,111.0,1920.0,Bayside,-37.9154,145.001,Southern Metropolitan
Brighton,2/5 Loller St,3,t,1411000.0,12/11/2016,3186.0,3.0,2.0,2.0,0.0,,2011.0,Bayside,-37.9144,145.0004,Southern Metropolitan
Brighton,7 Chavasse St,3,h,1875000.0,13/08/2016,3186.0,3.0,2.0,2.0,275.0,170.0,1991.0,Bayside,-37.9153,144.9924,Southern Metropolitan
Brighton,46 Head St,4,h,2400000.0,13/08/2016,3186.0,4.0,2.0,2.0,640.0,,,Bayside,-37.891999999999996,144.9918,Southern Metropolitan
Brighton,4/23 South Rd,3,u,1266000.0,13/08/2016,3186.0,3.0,1.0,2.0,277.0,116.0,1950.0,Bayside,-37.9268,144.991,Southern Metropolitan
Brighton,1/105 Cochrane St,3,u,826000.0,14/05/2016,3186.0,3.0,1.0,2.0,119.0,,,Bayside,-37.8958,144.9994,Southern Metropolitan
Brighton,97 Dendy St,5,h,2730000.0,14/05/2016,3186.0,5.0,3.0,2.0,895.0,423.0,1938.0,Bayside,-37.9204,145.0028,Southern Metropolitan
Brighton,1/191 New St,2,u,900000.0,14/05/2016,3186.0,2.0,2.0,1.0,118.0,,1970.0,Bayside,-37.914,144.9914,Southern Metropolitan
Brighton,55 Whyte St,3,t,1962000.0,14/05/2016,3186.0,3.0,2.0,2.0,323.0,,1995.0,Bayside,-37.9208,144.9996,Southern Metropolitan
Brighton,95 Cochrane St,4,h,3295888.0,15/10/2016,3186.0,4.0,3.0,2.0,565.0,337.0,1990.0,Bayside,-37.8975,144.9991,Southern Metropolitan
Brighton,6/138 New St,1,u,375000.0,15/10/2016,3186.0,1.0,1.0,1.0,0.0,40.0,1965.0,Bayside,-37.9181,144.993,Southern Metropolitan
Brighton,8/35 Normanby St,2,u,756000.0,15/10/2016,3186.0,2.0,1.0,1.0,0.0,80.0,1920.0,Bayside,-37.9112,144.9909,Southern Metropolitan
Brighton,45 Black St,3,h,1500000.0,16/07/2016,3186.0,3.0,2.0,1.0,442.0,,,Bayside,-37.9158,144.9984,Southern Metropolitan
Brighton,1/12 Burrows St,2,u,905500.0,16/07/2016,3186.0,2.0,1.0,1.0,122.0,,,Bayside,-37.9188,144.9942,Southern Metropolitan
Brighton,22 Champion St,3,h,2375000.0,17/09/2016,3186.0,4.0,2.0,2.0,547.0,302.0,2000.0,Bayside,-37.9271,145.0034,Southern Metropolitan
Brighton,6 Hamilton St,3,h,2275000.0,17/09/2016,3186.0,3.0,2.0,1.0,359.0,,,Bayside,-37.8965,145.0022,Southern Metropolitan
Brighton,679 Hampton St,3,h,1385000.0,17/09/2016,3186.0,3.0,1.0,2.0,426.0,120.0,1935.0,Bayside,-37.9254,145.0045,Southern Metropolitan
Brighton,160 New St,2,h,1601000.0,17/09/2016,3186.0,2.0,1.0,1.0,380.0,,1958.0,Bayside,-37.9166,144.9926,Southern Metropolitan
Brighton,89 South Rd,3,h,2020000.0,17/09/2016,3186.0,5.0,6.0,2.0,685.0,419.0,,Bayside,-37.9284,144.9986,Southern Metropolitan
Brighton,8 Southey St,3,t,1762000.0,17/09/2016,3186.0,3.0,2.0,2.0,483.0,,,Bayside,-37.9075,145.0064,Southern Metropolitan
Brighton,1A Baker St,3,h,2450000.0,18/03/2017,3186.0,3.0,3.0,2.0,482.0,,,Bayside,-37.912,144.9994,Southern Metropolitan
Brighton,4/14 Brickwood St,2,u,858000.0,18/03/2017,3186.0,2.0,1.0,1.0,107.0,75.0,1950.0,Bayside,-37.8958,144.9982,Southern Metropolitan
Brighton,2/72 Dendy St,3,t,1427000.0,18/03/2017,3186.0,3.0,2.0,1.0,313.0,,,Bayside,-37.9206,145.0,Southern Metropolitan
Brighton,12 May St,4,h,2800000.0,18/03/2017,3186.0,4.0,2.0,4.0,569.0,229.0,1910.0,Bayside,-37.8962,145.0011,Southern Metropolitan
Brighton,33 Burrows St,3,h,1410000.0,19/11/2016,3186.0,3.0,1.0,1.0,375.0,,1930.0,Bayside,-37.9175,144.9949,Southern Metropolitan
Brighton,66 Champion St,4,h,3900000.0,22/05/2016,3186.0,4.0,2.0,2.0,842.0,311.0,1990.0,Bayside,-37.9227,145.0043,Southern Metropolitan
Brighton,10/32 Loller St,2,u,610000.0,22/05/2016,3186.0,2.0,1.0,1.0,0.0,75.0,2005.0,Bayside,-37.9156,145.0013,Southern Metropolitan
Brighton,3/61 Martin St,3,u,880000.0,22/05/2016,3186.0,3.0,1.0,1.0,138.0,,1965.0,Bayside,-37.896,144.9957,Southern Metropolitan
Brighton,5/22 Well St,2,u,737000.0,22/05/2016,3186.0,3.0,1.0,1.0,106.0,,1975.0,Bayside,-37.9159,144.9936,Southern Metropolitan
Brighton,33a Durrant St,2,h,1532000.0,22/08/2016,3186.0,2.0,1.0,2.0,411.0,165.0,1910.0,Bayside,-37.9095,145.004,Southern Metropolitan
Brighton,48 Were St,3,u,1250000.0,22/08/2016,3186.0,3.0,2.0,0.0,0.0,,,Bayside,-37.9249,144.9928,Southern Metropolitan
Brighton,35 Champion St,3,h,2320000.0,24/09/2016,3186.0,3.0,2.0,2.0,589.0,,,Bayside,-37.9253,145.0034,Southern Metropolitan
Brighton,112 Asling St,4,h,2000000.0,25/02/2017,3186.0,4.0,2.0,2.0,471.0,,,Bayside,-37.8956,145.0037,Southern Metropolitan
Brighton,114A Bay St,2,t,1230000.0,25/02/2017,3186.0,2.0,2.0,2.0,201.0,,,Bayside,-37.905,144.9959,Southern Metropolitan
Brighton,7 Carpenter St,3,h,2375000.0,25/02/2017,3186.0,3.0,2.0,2.0,470.0,,,Bayside,-37.9152,144.993,Southern Metropolitan
Brighton,147A Male St,2,t,1037000.0,25/02/2017,3186.0,2.0,1.0,2.0,125.0,2.0,2009.0,Bayside,-37.9078,145.0051,Southern Metropolitan
Brighton,59 William St,2,h,1701000.0,25/02/2017,3186.0,2.0,1.0,2.0,0.0,,,Bayside,-37.9118,145.0041,Southern Metropolitan
Brighton,58 Champion St,4,h,2640000.0,26/07/2016,3186.0,4.0,2.0,2.0,848.0,246.0,1975.0,Bayside,-37.9234,145.0042,Southern Metropolitan
Brighton,3/198 Church St,1,u,671000.0,27/11/2016,3186.0,1.0,1.0,1.0,70.0,74.0,1980.0,Bayside,-37.9194,145.0003,Southern Metropolitan
Brighton,3A Huntingfield Rd,3,h,2900000.0,27/11/2016,3186.0,3.0,1.0,1.0,659.0,161.0,1942.0,Bayside,-37.919000000000004,144.9953,Southern Metropolitan
Brighton,6c Lindsay St,3,u,1620000.0,27/11/2016,3186.0,3.0,2.0,2.0,231.0,,,Bayside,-37.9121,144.9953,Southern Metropolitan
Brighton,7 Wilson St,3,h,3550000.0,27/11/2016,3186.0,3.0,2.0,0.0,1007.0,,,Bayside,-37.9097,144.9981,Southern Metropolitan
Brighton,57 Bay St,4,h,2750000.0,28/05/2016,3186.0,4.0,2.0,2.0,687.0,,,Bayside,-37.904,144.9919,Southern Metropolitan
Brighton,11 Butler St,5,h,3751000.0,28/05/2016,3186.0,3.0,3.0,2.0,584.0,,,Bayside,-37.921,144.9966,Southern Metropolitan
Brighton,3a Cowra St,3,t,1425000.0,28/05/2016,3186.0,3.0,2.0,2.0,495.0,,,Bayside,-37.9049,145.0069,Southern Metropolitan
Brighton,21 Wolseley Gr,4,h,2405000.0,28/05/2016,3186.0,4.0,1.0,2.0,695.0,142.0,1970.0,Bayside,-37.9262,144.9969,Southern Metropolitan
Brighton,23a Chelsea St,3,u,1352500.0,28/08/2016,3186.0,2.0,2.0,1.0,280.0,110.0,1993.0,Bayside,-37.91,144.989,Southern Metropolitan
Brighton,8 Dendy St,3,h,2030000.0,28/08/2016,3186.0,4.0,2.0,2.0,366.0,,,Bayside,-37.9193,144.9898,Southern Metropolitan
Brighton,86 Dendy St,5,h,3105000.0,28/08/2016,3186.0,4.0,2.0,2.0,1045.0,304.0,1930.0,Bayside,-37.9205,145.0012,Southern Metropolitan
Brighton,4/34 Elwood St,3,h,1171000.0,28/08/2016,3186.0,3.0,2.0,2.0,279.0,,1970.0,Bayside,-37.9002,144.9928,Southern Metropolitan
Brighton,2 Gatehouse Pl,2,t,1400000.0,28/08/2016,3186.0,2.0,2.0,1.0,267.0,,,Bayside,-37.9159,144.9933,Southern Metropolitan
Brighton East,7 Balfour St,4,h,1940000.0,3/09/2016,3187.0,4.0,2.0,2.0,682.0,240.0,1960.0,Bayside,-37.9205,145.0122,Southern Metropolitan
Brighton East,4 Marriage Rd,4,h,1850000.0,3/09/2016,3187.0,4.0,2.0,2.0,617.0,268.0,1940.0,Bayside,-37.9187,145.007,Southern Metropolitan
Brighton East,14 Milroy St,4,h,2504000.0,3/12/2016,3187.0,4.0,2.0,2.0,674.0,183.0,1950.0,Bayside,-37.9022,145.0125,Southern Metropolitan
Brighton East,22A Camperdown St,3,t,1302500.0,4/03/2017,3187.0,3.0,2.0,2.0,391.0,,,Bayside,-37.9179,145.0091,Southern Metropolitan
Brighton East,67 Centre Rd,2,h,1445000.0,4/03/2017,3187.0,2.0,1.0,1.0,649.0,126.0,1940.0,Bayside,-37.9153,145.0142,Southern Metropolitan
Brighton East,16a Billson St,2,h,980000.0,4/06/2016,3187.0,3.0,1.0,1.0,247.0,,,Bayside,-37.917,145.0137,Southern Metropolitan
Brighton East,5 Florence St,4,h,1495000.0,4/06/2016,3187.0,4.0,2.0,2.0,597.0,,,Bayside,-37.9179,145.019,Southern Metropolitan
Brighton East,60 Baird St,3,h,1860000.0,6/08/2016,3187.0,3.0,2.0,2.0,686.0,,1948.0,Bayside,-37.9241,145.0125,Southern Metropolitan
Brighton East,80 Marriage Rd,3,h,1500000.0,6/08/2016,3187.0,3.0,2.0,2.0,315.0,228.0,2000.0,Bayside,-37.9199,145.0174,Southern Metropolitan
Brighton East,2/10 Vincent St,3,t,870000.0,6/08/2016,3187.0,3.0,2.0,2.0,158.0,,,Bayside,-37.9271,145.0281,Southern Metropolitan
Brighton East,16/373 South Rd,2,u,775000.0,7/11/2016,3187.0,2.0,1.0,1.0,112.0,90.0,1960.0,Bayside,-37.9306,145.0284,Southern Metropolitan
Brighton East,4 Vincent St,3,h,1480000.0,7/11/2016,3187.0,3.0,2.0,2.0,697.0,143.0,1925.0,Bayside,-37.9269,145.0274,Southern Metropolitan
